objectId,geoPosition_____type,geoPosition__latitude,geoPosition__longitude,countryCode,postalCode,placeName,adminName1,adminName2,adminName3
t4zh69sSS6,GeoPoint,18.9474,72.8138,IN,400001,Town Hall (Mumbai),Maharashtra,Mumbai,Mumbai
cSfjoDH7wm,GeoPoint,18.9474,72.8138,IN,400001,Tajmahal,Maharashtra,Mumbai,Mumbai
LQTtPoofvx,GeoPoint,18.9474,72.8138,IN,400001,Stock Exchange,Maharashtra,Mumbai,Mumbai
UH7NFa8qb1,GeoPoint,18.9474,72.8138,IN,400001,Mumbai G.P.O.,Maharashtra,Mumbai,Mumbai
sCBSgrQiZa,GeoPoint,18.9474,72.8138,IN,400001,M.P.T.,Maharashtra,Mumbai,Mumbai
TDXs7ZgFqp,GeoPoint,18.9474,72.8138,IN,400001,Bazargate,Maharashtra,Mumbai,Mumbai
apvT9KrCpc,GeoPoint,18.975,72.8258,IN,400002,Thakurdwar,Maharashtra,Mumbai,Mumbai
BNpHIDD0Nr,GeoPoint,18.975,72.8258,IN,400002,S. C. Court,Maharashtra,Mumbai,Mumbai
V0T4Hs9uLk,GeoPoint,18.975,72.8258,IN,400002,Kalbadevi H.O,Maharashtra,Mumbai,Mumbai
8BhrEdewUw,GeoPoint,18.95,72.8333,IN,400003,Null Bazar,Maharashtra,Mumbai,Dadar
HHUllFR6c5,GeoPoint,18.95,72.8333,IN,400003,Masjid,Maharashtra,Mumbai,Dadar
7LQ9cWue2n,GeoPoint,18.95,72.8333,IN,400003,Mandvi (Mumbai),Maharashtra,Mumbai,Dadar
YYzR5ekpgO,GeoPoint,18.95,72.8333,IN,400003,B.P.Lane,Maharashtra,Mumbai,Dadar
kTfc284PaC,GeoPoint,18.95,72.8167,IN,400004,Opera House,Maharashtra,Mumbai,Mumbai
NwUi4v0Rym,GeoPoint,18.95,72.8167,IN,400004,Madhavbaug,Maharashtra,Mumbai,Mumbai
N1nLJwReRQ,GeoPoint,18.95,72.8167,IN,400004,Girgaon,Maharashtra,Mumbai,Mumbai
aBv79YgBJD,GeoPoint,18.95,72.8167,IN,400004,Chaupati,Maharashtra,Mumbai,Mumbai
FjnPqxzmFE,GeoPoint,18.95,72.8167,IN,400004,Charni Road,Maharashtra,Mumbai,Mumbai
YrQfjkRqHc,GeoPoint,18.95,72.8167,IN,400004,Ambewadi (Mumbai),Maharashtra,Mumbai,Mumbai
eJCJdGFx7X,GeoPoint,18.9069,72.8106,IN,400005,V.W.T.C.,Maharashtra,Mumbai,Mumbai
wamihB62dG,GeoPoint,18.9069,72.8106,IN,400005,Holiday Camp,Maharashtra,Mumbai,Mumbai
QuagsNvZc5,GeoPoint,18.9069,72.8106,IN,400005,Colaba Bazar,Maharashtra,Mumbai,NA
FrkxpkcSqL,GeoPoint,18.9069,72.8106,IN,400005,Colaba,Maharashtra,Mumbai,Mumbai
R85ixHKsCK,GeoPoint,18.9069,72.8106,IN,400005,Asvini,Maharashtra,Mumbai,Mumbai
MPefHbzgkg,GeoPoint,18.9596,72.8496,IN,400006,Malabar Hill,Maharashtra,Mumbai,Mumbai
Aq3rMDhZQh,GeoPoint,18.9667,72.8167,IN,400007,Tardeo,Maharashtra,Mumbai,Mumbai
hkii375Emj,GeoPoint,18.9636,72.8193,IN,400007,S V Marg,Maharashtra,Mumbai,Mumbai
4mXA0kLPpH,GeoPoint,18.9636,72.8193,IN,400007,N.S.Patkar Marg,Maharashtra,Mumbai,Mumbai
pFldJIAjeS,GeoPoint,18.9606,72.822,IN,400007,Grant Road,Maharashtra,Mumbai,Mumbai
ZFuGmPkB5E,GeoPoint,18.9636,72.8193,IN,400007,Bharat Nagar (Mumbai),Maharashtra,Mumbai,Mumbai
vmsR1uxa2F,GeoPoint,18.9474,72.8138,IN,400008,Mumbai Central H.O,Maharashtra,Mumbai,Mumbai
vco5nYpwt0,GeoPoint,18.9474,72.8138,IN,400008,M A Marg,Maharashtra,Mumbai,Mumbai
BqWfWhNXEZ,GeoPoint,18.9474,72.8138,IN,400008,Kamathipura,Maharashtra,Mumbai,Mumbai
VfAqOhXkAn,GeoPoint,18.9474,72.8138,IN,400008,J.J.Hospital,Maharashtra,Mumbai,Mumbai
hs3jpbAPGw,GeoPoint,18.9474,72.8138,IN,400008,Falkland Road,Maharashtra,Mumbai,Mumbai
EOe6TSVWmP,GeoPoint,18.9474,72.8138,IN,400009,Princess Dock,Maharashtra,Mumbai,Dadar
SzhratOgFJ,GeoPoint,18.9474,72.8138,IN,400009,Noor Baug,Maharashtra,Mumbai,Dadar
DfX1CpqyUV,GeoPoint,18.9474,72.8138,IN,400009,Chinchbunder,Maharashtra,Mumbai,Mumbai
fv7G2KHb7e,GeoPoint,18.9681,72.845,IN,400010,V K Bhavan,Maharashtra,Mumbai,Dadar
Q4VBG11lam,GeoPoint,18.9681,72.845,IN,400010,Mazgaon Road,Maharashtra,Mumbai,Dadar
A0TmdjEbvT,GeoPoint,18.9681,72.845,IN,400010,Mazgaon Dock,Maharashtra,Mumbai,Dadar
0SISJjgRwY,GeoPoint,18.9681,72.845,IN,400010,Mazgaon,Maharashtra,Mumbai,Dadar
TKaEAQs1DD,GeoPoint,18.9681,72.845,IN,400010,Dockyard Road,Maharashtra,Mumbai,Dadar
HgBAByhRxh,GeoPoint,18.9833,72.8333,IN,400011,Jacob Circle,Maharashtra,Mumbai,Mumbai
4ik9tJr8lb,GeoPoint,18.9833,72.8333,IN,400011,Haines Road,Maharashtra,Mumbai,Mumbai
H8RkvTaADZ,GeoPoint,18.9833,72.8333,IN,400011,Chinchpokli,Maharashtra,Mumbai,Mumbai
Ewshfgz5TN,GeoPoint,18.9833,72.8333,IN,400011,BPC  Jacob Circle,Maharashtra,Mumbai,Mumbai
XNHowlpqUe,GeoPoint,18.9833,72.8333,IN,400011,Agripada,Maharashtra,Mumbai,Mumbai
0lVEWvLahT,GeoPoint,19,72.8333,IN,400012,Parel Rly Work Shop,Maharashtra,Mumbai,Dadar
Ur9pJ7LJe8,GeoPoint,19,72.8333,IN,400012,Parel Naka,Maharashtra,Mumbai,Mumbai
4TgRyXNV6o,GeoPoint,19,72.8333,IN,400012,Parel,Maharashtra,Mumbai,Dadar
LfM8rOFXwV,GeoPoint,19,72.8333,IN,400012,Lal Baug,Maharashtra,Mumbai,Dadar
w9KeMPifIr,GeoPoint,19,72.8333,IN,400012,Haffkin Institute,Maharashtra,Mumbai,Mumbai
jehG2MEfsj,GeoPoint,19,72.8333,IN,400012,Chamarbaug,Maharashtra,Mumbai,Dadar
hB4Cf9yS8a,GeoPoint,19,72.8333,IN,400012,BEST STaff Quarters,Maharashtra,Mumbai,Dadar
RVEv4g8ZwV,GeoPoint,19.0073,72.8421,IN,400013,Delisle Road,Maharashtra,Mumbai,Mumbai
pbXXPKJ0Or,GeoPoint,19.0073,72.8421,IN,400014,Naigaon (Mumbai),Maharashtra,Mumbai,Mumbai
uhEjITE4mF,GeoPoint,19.0073,72.8421,IN,400014,Dadar H.O,Maharashtra,Mumbai,Mumbai
Rb4767qv6Q,GeoPoint,19.0073,72.8421,IN,400014,Dadar Colony,Maharashtra,Mumbai,Mumbai
zv5krFTh1c,GeoPoint,19,72.85,IN,400015,Sewri,Maharashtra,Mumbai,Dadar
AbiLE1tcSV,GeoPoint,19.0073,72.8421,IN,400016,Mori Road,Maharashtra,Mumbai,Mumbai
G9cE3HhD1A,GeoPoint,19.0073,72.8421,IN,400016,Mahim H.O,Maharashtra,Mumbai,Mumbai
VKoLWCAGHW,GeoPoint,19.0073,72.8421,IN,400016,Mahim East,Maharashtra,Mumbai,Mumbai
ZG40TmA8XW,GeoPoint,19.0073,72.8421,IN,400016,Mahim Bazar,Maharashtra,Mumbai,Mumbai
8I2gAKgZQf,GeoPoint,19.0073,72.8421,IN,400016,Kapad Bazar,Maharashtra,Mumbai,Mumbai
00bm5ogTx3,GeoPoint,19.05,72.8667,IN,400017,Dharavi Road,Maharashtra,Mumbai,Mumbai
SawCFjGvf6,GeoPoint,19.05,72.8667,IN,400017,Dharavi,Maharashtra,Mumbai,Mumbai
DBnHipfXWf,GeoPoint,19.0167,72.8167,IN,400018,Worli Naka,Maharashtra,Mumbai,Mumbai
YKhtxWOhuM,GeoPoint,19.0167,72.8167,IN,400018,Worli,Maharashtra,Mumbai,Mumbai
nBoX4qPNvb,GeoPoint,19.0333,72.85,IN,400019,Matunga,Maharashtra,Mumbai,Mumbai
LQdrA0LpwI,GeoPoint,18.986,72.8259,IN,400020,Marine Lines,Maharashtra,Mumbai,Mumbai
nqB3Sa7OZC,GeoPoint,18.986,72.8259,IN,400020,Churchgate,Maharashtra,Mumbai,Mumbai
UIDVqYX4sY,GeoPoint,18.986,72.8259,IN,400020,Central Building,Maharashtra,Mumbai,Mumbai
O2cxH75XEs,GeoPoint,18.9274,72.8241,IN,400021,New Yogakshema,Maharashtra,Mumbai,Mumbai
6Tj06B5Qyx,GeoPoint,18.9274,72.8241,IN,400021,Nariman Point,Maharashtra,Mumbai,Mumbai
yRJGsyhIDb,GeoPoint,18.9274,72.8241,IN,400021,Elephanta Caves Po,Maharashtra,Raigarh(MH),Uran
GOdE4T56Zr,GeoPoint,19.0333,72.85,IN,400022,Transit Camp,Maharashtra,Mumbai,Chembur
JF6WvrGtKh,GeoPoint,19.0333,72.85,IN,400022,Sion,Maharashtra,Mumbai,Mumbai
TrHclwWosZ,GeoPoint,19.0333,72.85,IN,400022,Raoli Camp,Maharashtra,Mumbai,Chembur
MpynFRscW2,GeoPoint,19.0333,72.85,IN,400022,Chunabhatti,Maharashtra,Mumbai,Chembur
ICvZ7mKgab,GeoPoint,18.986,72.8259,IN,400024,Nehru Nagar (Mumbai),Maharashtra,Mumbai,Chembur
JNHwDkWAsJ,GeoPoint,19.0164,72.8294,IN,400025,Prabhadevi,Maharashtra,Mumbai,Mumbai
DsfDcFcCOY,GeoPoint,19.0164,72.8294,IN,400025,New Prabhadevi Road,Maharashtra,Mumbai,Mumbai
txRmPebLHN,GeoPoint,18.9667,72.8,IN,400026,Gowalia Tank,Maharashtra,Mumbai,Mumbai
wlvmWCt334,GeoPoint,18.9667,72.8,IN,400026,Dr Deshmukh Marg,Maharashtra,Mumbai,Mumbai
eGhHLZXD7g,GeoPoint,18.9667,72.8,IN,400026,Cumballa Sea Face,Maharashtra,Mumbai,Mumbai
5d5qwZnFyJ,GeoPoint,18.9667,72.8,IN,400026,Cumballa Hill,Maharashtra,Mumbai,Mumbai
mk4rCRDXQn,GeoPoint,18.986,72.8259,IN,400027,V J B Udyan,Maharashtra,Mumbai,Dadar
L8rziSaRlA,GeoPoint,18.986,72.8259,IN,400028,Shivaji Park (Mumbai),Maharashtra,Mumbai,Mumbai
cAvQXbkWmY,GeoPoint,18.986,72.8259,IN,400028,S V S Marg,Maharashtra,Mumbai,Mumbai
szAF0uVJad,GeoPoint,18.986,72.8259,IN,400028,Ranade Road,Maharashtra,Mumbai,Mumbai
CyJA46Cd7X,GeoPoint,18.986,72.8259,IN,400028,Gokhale Road (Mumbai),Maharashtra,Mumbai,Mumbai
JYNzcO7V8d,GeoPoint,18.986,72.8259,IN,400028,Bhawani Shankar Rd,Maharashtra,Mumbai,Mumbai
Jj7KmlB45H,GeoPoint,18.986,72.8259,IN,400028,Bhawani Shankar,Maharashtra,Mumbai,Mumbai
dZbtD2lHBG,GeoPoint,18.986,72.8259,IN,400029,Santacruz P&t Colony,Maharashtra,Mumbai,Mumbai
isep93iNMW,GeoPoint,18.986,72.8259,IN,400029,A I Staff Colony,Maharashtra,Mumbai,Mumbai
XuRrpUZC1Q,GeoPoint,19.0167,72.85,IN,400030,Worli Sea Face,Maharashtra,Mumbai,Mumbai
sx9wzpRLUw,GeoPoint,19.0167,72.85,IN,400030,Worli Police Camp,Maharashtra,Mumbai,Mumbai
mmj1FlchDr,GeoPoint,19.0167,72.85,IN,400030,Worli Colony,Maharashtra,Mumbai,Mumbai
wtsXChCHLB,GeoPoint,19.0167,72.85,IN,400030,Century Mill,Maharashtra,Mumbai,Mumbai
BJf8P6YN54,GeoPoint,19.0167,72.85,IN,400031,Wadala Rs,Maharashtra,Mumbai,Mumbai
jCFmchDASQ,GeoPoint,19.0167,72.85,IN,400031,Wadala,Maharashtra,Mumbai,Mumbai
hwtSpokaXf,GeoPoint,19.0167,72.85,IN,400031,Kidwai Nagar (Mumbai),Maharashtra,Mumbai,Mumbai
ZaD4MYnAFg,GeoPoint,19.0167,72.85,IN,400032,Secretariate,Maharashtra,Mumbai,Mumbai
XDuon9NyiQ,GeoPoint,19.0167,72.85,IN,400032,Mantralaya (Mumbai),Maharashtra,Mumbai,Mumbai
wpdaKSRvYU,GeoPoint,19.0167,72.85,IN,400032,High Court Building (Mumbai),Maharashtra,Mumbai,Mumbai
Sif96B3b2I,GeoPoint,19.0167,72.85,IN,400033,Tank Road,Maharashtra,Mumbai,Dadar
AI0kIk7mEP,GeoPoint,19.0167,72.85,IN,400033,Reay Road,Maharashtra,Mumbai,Dadar
HzjnpWJ0M0,GeoPoint,19.0167,72.85,IN,400033,L B S N E collage,Maharashtra,Mumbai,Dadar
7NXyE66gNu,GeoPoint,19.0167,72.85,IN,400033,Kalachowki,Maharashtra,Mumbai,Dadar
AxGMkUE8xo,GeoPoint,19.0167,72.85,IN,400033,Cotton Exchange,Maharashtra,Mumbai,Dadar
vIBJzcLb4F,GeoPoint,19.0167,72.85,IN,400034,Tulsiwadi,Maharashtra,Mumbai,Mumbai
KybvJmUTT2,GeoPoint,19.0167,72.85,IN,400034,Haji Ali,Maharashtra,Mumbai,Mumbai
b7J3akJSPM,GeoPoint,19.0167,72.85,IN,400035,Rajbhavan (Mumbai),Maharashtra,Mumbai,Mumbai
5284e89fTi,GeoPoint,19.0167,72.85,IN,400037,Wadala Truck Terminal,Maharashtra,Mumbai,NA
lg58FW9mUq,GeoPoint,19.0167,72.85,IN,400037,C G S Colony,Maharashtra,Mumbai,Mumbai
ASRKba6JKB,GeoPoint,19.0167,72.85,IN,400037,B P T Colony,Maharashtra,Mumbai,Mumbai
xUoCzY2yHX,GeoPoint,19.0167,72.85,IN,400037,Antop Hill,Maharashtra,Mumbai,Mumbai
3Q6LhAcHXD,GeoPoint,19.0832,72.8748,IN,400042,Bhandup East,Maharashtra,Mumbai,NA
S2FBWvO988,GeoPoint,18.9596,72.8496,IN,400043,Shivaji Nagar (Mumbai),Maharashtra,Mumbai,NA
ljUoGdQjfC,GeoPoint,19.0637,72.9254,IN,400043,D.M. Colony,Maharashtra,Mumbai,NA
oKhBpuD89j,GeoPoint,18.9596,72.8496,IN,400049,Juhu,Maharashtra,Mumbai,Mumbai
bqVIsLA1NQ,GeoPoint,18.9292,72.8856,IN,400050,Bandra West,Maharashtra,Mumbai,Mumbai
P6OVQRzNsU,GeoPoint,18.9596,72.8496,IN,400051,Kherwadi,Maharashtra,Mumbai,Mumbai
Ate9JySe98,GeoPoint,19.0587,72.8452,IN,400051,Bandra(East),Maharashtra,Mumbai,Mumbai
EpURFJUMNF,GeoPoint,19.0587,72.8452,IN,400051,B.N. Bhavan,Maharashtra,Mumbai,Mumbai
SZCBgDgC2Q,GeoPoint,19.0587,72.8452,IN,400051,Audit Bhavan,Maharashtra,Mumbai,Bandra
N4JYkDgwPl,GeoPoint,18.7997,72.926,IN,400052,V.P. Road,Maharashtra,Mumbai,Mumbai
r4VraVIuBM,GeoPoint,18.7997,72.926,IN,400052,Khar Delivery,Maharashtra,Mumbai,Mumbai
2IzcDhRd7x,GeoPoint,18.7997,72.926,IN,400052,Khar Colony,Maharashtra,Mumbai,Mumbai
KKEkhSyK44,GeoPoint,18.9596,72.8496,IN,400052,Danda,Maharashtra,Mumbai,Mumbai
JceDbMCCwD,GeoPoint,18.9292,72.8856,IN,400053,Azad Nagar (Mumbai),Maharashtra,Mumbai,Mumbai
ZD90S5COBY,GeoPoint,18.9292,72.8856,IN,400053,Andheri H.O,Maharashtra,Mumbai,Mumbai
ALDoBucdjS,GeoPoint,18.9292,72.8856,IN,400054,Santacruz(West),Maharashtra,Mumbai,Mumbai
RR48nCk3C0,GeoPoint,18.9292,72.8856,IN,400054,Santacruz Central,Maharashtra,Mumbai,Mumbai
PvI1ZvDvwq,GeoPoint,18.9292,72.8856,IN,400055,Vakola,Maharashtra,Mumbai,Mumbai
5BpotmjlF1,GeoPoint,18.9292,72.8856,IN,400055,Santacruz(East),Maharashtra,Mumbai,Mumbai
XHwTgtmBwA,GeoPoint,18.9292,72.8856,IN,400056,Vileparle(West),Maharashtra,Mumbai,Mumbai
Up6duMDZ4s,GeoPoint,18.9596,72.8496,IN,400056,IRLA,Maharashtra,Mumbai,Mumbai
EkZnl5UUMt,GeoPoint,18.9292,72.8856,IN,400057,Vileparle Railway Station,Maharashtra,Mumbai,Mumbai
ZMpUB9r8SN,GeoPoint,18.9292,72.8856,IN,400057,Vileeparle (East),Maharashtra,Mumbai,Mumbai
aMCVmSE9GD,GeoPoint,18.9292,72.8856,IN,400057,Hanuman Road,Maharashtra,Mumbai,Mumbai
YGghbMCIDf,GeoPoint,18.9292,72.8856,IN,400058,H.M.P. School,Maharashtra,Mumbai,Mumbai
F4bP4jOtPB,GeoPoint,18.9292,72.8856,IN,400058,Andheri Railway Station,Maharashtra,Mumbai,Mumbai
UI35QE6fkS,GeoPoint,18.9292,72.8856,IN,400059,Marol Naka,Maharashtra,Mumbai,Mumbai
jpnRMWEise,GeoPoint,18.9292,72.8856,IN,400059,Marol Bazar,Maharashtra,Mumbai,Mumbai
Az11b6WpNA,GeoPoint,18.9292,72.8856,IN,400059,J.B. Nagar,Maharashtra,Mumbai,Mumbai
ZzPXGKIjjx,GeoPoint,19.1699,72.8504,IN,400060,Jogeshwari East,Maharashtra,Mumbai,Jogeshwari East
i7suJWGgpl,GeoPoint,18.9596,72.8496,IN,400061,Vesava,Maharashtra,Mumbai,Mumbai
FJ7V7bLOBJ,GeoPoint,18.9596,72.8496,IN,400061,Madh,Maharashtra,Mumbai,Mumbai
f7fkMHeQo7,GeoPoint,19.1624,72.8694,IN,400063,Sharma Estate,Maharashtra,Mumbai,Goregaon East
eN97jMr0vM,GeoPoint,18.9596,72.8496,IN,400063,Goregaon East,Maharashtra,Mumbai,Goregaon East
h0Gr2GJwUW,GeoPoint,19.197,72.845,IN,400064,Orlem,Maharashtra,Mumbai,Malad West
DIfS0BtUTZ,GeoPoint,19.197,72.845,IN,400064,Malad West Dely,Maharashtra,Mumbai,Malad West
wczlyut4BF,GeoPoint,18.9596,72.8496,IN,400064,Malad,Maharashtra,Mumbai,Malad West
dWsb8nTpPZ,GeoPoint,19.197,72.845,IN,400064,Liberty Garden,Maharashtra,Mumbai,Malad West
en6mBcTFFH,GeoPoint,19.1699,72.8504,IN,400065,S R P F Camp,Maharashtra,Mumbai,Jogeshwari East
xnTYIcaHVT,GeoPoint,19.1699,72.8504,IN,400065,Nagari Niwara,Maharashtra,Mumbai,Goregaon East
gvpztDom9q,GeoPoint,19.1699,72.8504,IN,400065,Aareymilk Colony,Maharashtra,Mumbai,Goregaon East
koSlNGcsa9,GeoPoint,19.1699,72.8504,IN,400066,S. K.Nagar,Maharashtra,Mumbai,Borivali East
TCJDjwFifl,GeoPoint,19.1699,72.8504,IN,400066,Rajendra Nagar (Mumbai),Maharashtra,Mumbai,Borivali East
PzQwOcnGBo,GeoPoint,19.1699,72.8504,IN,400066,Magthane,Maharashtra,Mumbai,Borivali East
Blmc2szjL0,GeoPoint,19.1699,72.8504,IN,400066,Daulat Nagar (Mumbai),Maharashtra,Mumbai,Borivali East
H6zejoGpyz,GeoPoint,19.1699,72.8504,IN,400066,Borivali East,Maharashtra,Mumbai,Borivlai East
9OAVDMTIYC,GeoPoint,19.1699,72.8504,IN,400067,Kandivali West,Maharashtra,Mumbai,Kandivali West
NAvE53BFns,GeoPoint,19.1699,72.8504,IN,400067,Kandivali RS,Maharashtra,Mumbai,Mumbai
SANGWbn1XR,GeoPoint,19.1699,72.8504,IN,400067,Charkop,Maharashtra,Mumbai,Kandivlai West
G6O9gC3KEx,GeoPoint,18.9596,72.8496,IN,400068,Ketkipada,Maharashtra,Mumbai,Dahisar East
3IRlUMdzk2,GeoPoint,19.2565,72.8733,IN,400068,Dahisar RS,Maharashtra,Mumbai,Dahisar West
IgHDFWP2wP,GeoPoint,19.2565,72.8733,IN,400068,Dahisar,Maharashtra,Mumbai,Dahisar East
vO7e9OtOL2,GeoPoint,19.1145,72.8712,IN,400069,Nagardas Road,Maharashtra,Mumbai,Mumbai
vRxqJNOKb5,GeoPoint,18.9596,72.8496,IN,400069,Andheri East,Maharashtra,Mumbai,Mumbai
8KEXTRUX2q,GeoPoint,19.0713,72.883,IN,400070,Netajinagar,Maharashtra,Mumbai,Chembur
tbOVPbPKEB,GeoPoint,19.0713,72.883,IN,400070,Kurla North,Maharashtra,Mumbai,Chembur
R5AyZ2lbtv,GeoPoint,18.9596,72.8496,IN,400070,Kurla,Maharashtra,Mumbai,Chembur
qdfVU8Zfgw,GeoPoint,19.0931,72.9049,IN,400071,Sindhi Society,Maharashtra,Mumbai,NA
aQleKiFsQQ,GeoPoint,19.0931,72.9049,IN,400071,Chembur H.O,Maharashtra,Mumbai,NA
t1v21Fk6yD,GeoPoint,19.0931,72.9049,IN,400072,Vihar Road,Maharashtra,Mumbai,Chembur
c0TSpAcXfZ,GeoPoint,19.0931,72.9049,IN,400072,Sakinaka,Maharashtra,Mumbai,Chembur
tQ4TjsYzEd,GeoPoint,19.0931,72.9049,IN,400074,Mahul Road,Maharashtra,Mumbai,NA
SVMLv06H2h,GeoPoint,19.0931,72.9049,IN,400074,FCI,Maharashtra,Mumbai,NA
lEYLn3XJA3,GeoPoint,19.0931,72.9049,IN,400074,Chembur Extension,Maharashtra,Mumbai,NA
OsqB5XLzpQ,GeoPoint,19.0931,72.9049,IN,400075,R.A.Nagar,Maharashtra,Mumbai,NA
jicHlwyrDq,GeoPoint,19.0931,72.9049,IN,400075,Pant Nagar,Maharashtra,Mumbai,NA
8dCQmY0iWy,GeoPoint,19.0931,72.9049,IN,400075,Best Staff Colony,Maharashtra,Mumbai,NA
V3kbNXPjtn,GeoPoint,19.0931,72.9049,IN,400076,Powai Iit,Maharashtra,Mumbai,NA
TeFoSZyqE4,GeoPoint,18.9596,72.8496,IN,400077,Rajawadi,Maharashtra,Mumbai,NA
XopIE93UUt,GeoPoint,19.0931,72.9049,IN,400078,Usha Nagar,Maharashtra,Mumbai,NA
estsN5tEGH,GeoPoint,19.0931,72.9049,IN,400078,P.H. Colony,Maharashtra,Mumbai,NA
vb2tC4VIpp,GeoPoint,19.0931,72.9049,IN,400078,J.M. Road,Maharashtra,Mumbai,NA
HLPdRQ4fQT,GeoPoint,19.0931,72.9049,IN,400078,Bhandup West,Maharashtra,Mumbai,NA
qXklpmG27q,GeoPoint,19.0931,72.9049,IN,400078,Bhandup Ind. Estate,Maharashtra,Mumbai,NA
oxHTJSPt26,GeoPoint,18.9596,72.8496,IN,400079,Vikhroli,Maharashtra,Mumbai,NA
4tUdEt6Cbu,GeoPoint,19.1149,72.9267,IN,400079,Psm Colony,Maharashtra,Mumbai,NA
eS23Yc12Jw,GeoPoint,19.176,72.9522,IN,400080,S.B. Road,Maharashtra,Mumbai,NA
F8x08PsLus,GeoPoint,19.176,72.9522,IN,400080,Nehru Road (Mumbai),Maharashtra,Mumbai,NA
IAIRQYUUuS,GeoPoint,19.176,72.9522,IN,400080,Nahur,Maharashtra,Mumbai,NA
r2vlVpmvYD,GeoPoint,18.9596,72.8496,IN,400080,Mulund West,Maharashtra,Mumbai,NA
ErHwB4TbVH,GeoPoint,19.176,72.9522,IN,400080,Mulund Dd Road,Maharashtra,Mumbai,NA
RIjBhdQ66F,GeoPoint,18.9596,72.8496,IN,400081,Mulund East,Maharashtra,Mumbai,NA
faKEBcESpn,GeoPoint,19.1649,72.9608,IN,400081,Mhada Colony,Maharashtra,Mumbai,NA
ORg9x9VG23,GeoPoint,19.1247,72.9488,IN,400082,Mulund Colony,Maharashtra,Mumbai,NA
E4O6HaGrB7,GeoPoint,19.1247,72.9488,IN,400082,Bhandup Complex,Maharashtra,Mumbai,NA
ETumUqD2QW,GeoPoint,19.1247,72.9488,IN,400083,Tagore Nagar,Maharashtra,Mumbai,NA
f8gs5Oj6lB,GeoPoint,19.1247,72.9488,IN,400083,Kannamwar Nagar,Maharashtra,Mumbai,NA
XXlGiAEzih,GeoPoint,19.1247,72.9488,IN,400084,Barve Nagar,Maharashtra,Mumbai,NA
juSApahu3V,GeoPoint,19.1247,72.9488,IN,400085,BARC,Maharashtra,Mumbai,Mumbai
jCDuk5LfHH,GeoPoint,19.1247,72.9488,IN,400086,Sahakar Bhavan,Maharashtra,Mumbai,NA
WyNN4P2kW8,GeoPoint,19.1247,72.9488,IN,400086,Rifle Range,Maharashtra,Mumbai,NA
7SB0VQiSkI,GeoPoint,19.1247,72.9488,IN,400086,Ghatkopar West,Maharashtra,Mumbai,NA
CQnMJkvNEG,GeoPoint,19.1247,72.9488,IN,400087,NITIE,Maharashtra,Mumbai,Mumbai
DQ7D8fRyqs,GeoPoint,18.9596,72.8496,IN,400088,Trombay,Maharashtra,Mumbai,NA
SCqEkDCjVE,GeoPoint,19.0333,72.9333,IN,400088,T.F.Donar,Maharashtra,Mumbai,NA
BlgbnB02zd,GeoPoint,19.0333,72.9333,IN,400088,Govandi,Maharashtra,Mumbai,NA
3RjfYvFBSv,GeoPoint,19.1247,72.9488,IN,400089,Tilak Nagar (Mumbai),Maharashtra,Mumbai,NA
SheCygVIUO,GeoPoint,19.1247,72.9488,IN,400089,Chembur Rs,Maharashtra,Mumbai,NA
eAiHtHaoh9,GeoPoint,19.2361,72.8338,IN,400091,Borivali H.O,Maharashtra,Mumbai,Borivali West
rOEepUCxJm,GeoPoint,18.9596,72.8496,IN,400092,Borivali West,Maharashtra,Mumbai,Borivali West
3oBUv30BX5,GeoPoint,19.2361,72.8338,IN,400093,Chakala Midc,Maharashtra,Mumbai,Mumbai
VhOF3flYy1,GeoPoint,19.2361,72.8338,IN,400094,Anushakti Nagar,Maharashtra,Mumbai,NA
C84ZzfuXTV,GeoPoint,19.2361,72.8338,IN,400095,Kharodi,Maharashtra,Mumbai,Malad West
RZhystpC6U,GeoPoint,19.2361,72.8338,IN,400095,Ins Hamla,Maharashtra,Mumbai,Malad West
lODlF2syKz,GeoPoint,19.2361,72.8338,IN,400096,Seepz,Maharashtra,Mumbai,Mumbai
Z4HgFvUyPJ,GeoPoint,19.2361,72.8338,IN,400097,Rani Sati Marg,Maharashtra,Mumbai,Malad East
SCRcJkxqt8,GeoPoint,19.2361,72.8338,IN,400097,Malad East,Maharashtra,Mumbai,Malad East
bDNMJO9STP,GeoPoint,19.2361,72.8338,IN,400098,Vidyanagari,Maharashtra,Mumbai,Mumbai
Uz3TRZlAmm,GeoPoint,19.2361,72.8338,IN,400099,Sahargaon,Maharashtra,Mumbai,Mumbai
rdOw65bnr1,GeoPoint,19.2361,72.8338,IN,400099,Sahar P & T Colony,Maharashtra,Mumbai,Mumbai
vpwGpJe1BM,GeoPoint,19.2361,72.8338,IN,400099,International Airport,Maharashtra,Mumbai,Mumbai
IBGyhOcBxk,GeoPoint,19.2361,72.8338,IN,400099,Airport (Mumbai),Maharashtra,Mumbai,Mumbai
9DqC6XdyQ3,GeoPoint,19.1624,72.8694,IN,400101,Kandivali East Extn Counter,Maharashtra,Mumbai,Mumbai
ZSJTLYpE0s,GeoPoint,19.1624,72.8694,IN,400101,Kandivali East,Maharashtra,Mumbai,Kandivali East
Bz6TESZke0,GeoPoint,19.1624,72.8694,IN,400102,Oshiwara,Maharashtra,Mumbai,Jogeshwari West
